President,Year,Line,Text
Trump,2019,36,"Last year, I heard, through friends, the story of Alice Johnson. I was deeply moved. In 1997, Alice was sentenced to life in prison as a first-time non-violent drug offender. Over the next 22 years, she became a prison minister, inspiring others to choose a better path. She had a big impact on that prison population, and far beyond."
Trump,2019,37,"Alice's story underscores the disparities and unfairness that can exist in criminal sentencing, and the need to remedy this total injustice. She served almost that 22 years and had expected to be in prison for the remainder of her life."
Trump,2019,38,"In June, I commuted Alice's sentence. When I saw Alice's beautiful family greet her at the prison gates, hugging and kissing and crying and laughing, I knew I did something right. Alice is with us tonight, and she is a terrific woman. Terrific. Alice, please. (Applause.)"
Trump,2019,39,"Alice, thank you for reminding us that we always have the power to shape our own destiny. Thank you very much, Alice. Thank you very much. (Applause.)"
Trump,2019,40,"Inspired by stories like Alice's, my administration worked closely with members of both parties to sign the FIRST STEP Act into law. Big deal. (Applause.) It's a big deal."
Trump,2019,41,"This legislation reformed sentencing laws that have wrongly and disproportionately harmed the African American community. The FIRST STEP Act gives non-violent offenders the chance to reenter society as productive, law-abiding citizens. Now states across the country are following our lead. America is a nation that believes in redemption."
Trump,2019,42,"We are also joined tonight by Matthew Charles from Tennessee. In 1996, at the age of 30, Matthew was sentenced to 35 years for selling drugs and related offenses. Over the next two decades, he completed more than 30 Bible studies, became a law clerk, and mentored many of his fellow inmates."
Trump,2019,43,"Now, Matthew is the very first person to be released from prison under the FIRST STEP Act. (Applause.) Matthew, please. Thank you, Matthew. Welcome home. (Applause.)"
Trump,2019,44,"Now, Republicans and Democrats must join forces again to confront an urgent national crisis. Congress has 10 days left to pass a bill that will fund our government, protect our homeland, and secure our very dangerous southern border."
Trump,2019,45,"Now is the time for Congress to show the world that America is committed to ending illegal immigration and putting the ruthless coyotes, cartels, drug dealers, and human traffickers out of business. (Applause.)"
