night,speach_block,speaker,text
1,157,O’ROURKE,"(UNTRANSLATED). We would not turn back Valeria and her father Oscar. We would accept them into this country and follow our own asylum laws. We would not build walls. We would not put kids in cages. In fact, we would spare no expense to reunite"
1,158,CASTRO,Criminalize a lot of these families (CROSSTALK)
1,159,O’ROURKE,And we would not criminally prosecute any family who was fleeing violence and persecution
1,160,CASTRO,Section 1325.
1,161,O’ROURKE,we would make sure (INAUDIBLE)
1,162,DIAZ-BALART,"Secretary, let him finish. I will give you—(INAUDIBLE). Let him finish. Let him finish please. Yes?"
1,163,O’ROURKE,"we would not attain any family fleeing violence. In fact, fleeing the deadliest countries on the face of the planet today. We would implement a family case management program so they could be cared for in the community at a fraction of the cost and then we would rewrite our immigration laws in our own image. Free dreamers forever from in the fear of deportation by making them U.S. citizens here in this country. Invest in solutions in Central America, work with regional stakeholders so there is no reason to make that two thousand mile journey to this country. (CROSSTALK)"
1,164,DIAZ-BALART,I will give you thirty seconds.
1,165,CASTRO,"Let’s be very clear. The reason that they are separating these little children from their families is that they are using section 1325 of that Act which criminalizes coming across the border to incarcerate the pr—the parents and then separate them. Some of us on this stage have called to in that section, to terminate it. Some, like Congressman O’Rourke have not and I want to challenge all of the candidates to do that. I—I just think it’s a mistake, Beto. I think it’s a mistake and I think that—that if you truly want to change the system that we have got to repeal that section. If not"
1,166,DIAZ-BALART,Thank you.
1,167,CASTRO, Then it might as well be the same policy.
1,168,O’ROURKE,Let—let me respond to this very briefly. As a member of Congress I help to introduce legislation that would ensure that we don’t criminalize those who are seeking asylum and refuge in this country.
1,169,CASTRO,I’m not talking
1,170,O’ROURKE,if—if you are fleeing desperation
1,171,CASTRO,asylum
1,172,O’ROURKE,then I want to make sure that you are treated with respect. (CROSSTALK)
1,173,CASTRO,I am still talking about everybody else.
1,174,O’ROURKE,but you are looking at just one small part of this. I am talking about a comprehensive rewrite of our immigration laws
1,175,CASTRO,That’s not true.
